shard,model,field,why_missing,what_i_tried
amd-gpu-a,RX 5600 (non-XT),source_tier,AMD never gave this China/OEM part a public product page,"WebSearch, checked amd.com"
amd-gpu-a,RX 5500 (non-XT),boost_clock,"OEM-exclusive part, no clock data published",WebSearch
amd-gpu-a,RX 5500 (non-XT),tdp,"OEM-exclusive part, no TDP data published",WebSearch
amd-gpu-a,RX 5500 (non-XT),mem_speed,"OEM-exclusive part, no bandwidth data published",WebSearch
amd-gpu-a,R9 M395,cores,No distinct tier-1/tier-3 spec page found separate from M395X variant,WebSearch
amd-gpu-a,R9 M395,tdp,Not found in sources,WebSearch
amd-gpu-a,R9 M390,cores,No distinct spec page found separate from M390X variant,WebSearch
amd-gpu-a,R9 M390,tdp,Not found in sources,WebSearch
amd-gpu-a,R9 M385,cores,No distinct spec page found separate from M385X variant,WebSearch
amd-gpu-a,R9 M385,tdp,Not found in sources,WebSearch
amd-gpu-a,R9 M380,cores,No spec page found in results,WebSearch
amd-gpu-a,R9 M380,tdp,No spec page found in results,WebSearch
amd-gpu-a,R9 M380,mem_max_capacity,No spec page found in results,WebSearch
amd-gpu-a,R9 380,boost_clock,"Only single 970 MHz clock reported, boost clock not distinguished from base in sources found",WebSearch
amd-gpu-a,R9 280,boost_clock,"Sourced only from Wikipedia aggregation, not tier1/tier2",WebSearch
amd-gpu-a,R9 270,cores,"Value shared with R9 270X (same Pitcairn die), not independently confirmed for non-X",WebSearch
amd-gpu-a,R9 M290X,cores,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M290X,tdp,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M285X,cores,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M285X,tdp,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M280X,cores,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M280X,tdp,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M280,cores,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M280,tdp,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M275X,cores,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M275X,tdp,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M270X,cores,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M270X,tdp,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M265X,cores,No detailed spec page found in results,WebSearch
amd-gpu-a,R9 M265X,tdp,No detailed spec page found in results,WebSearch
amd-gpu-a,R7 M375,cores,No independent spec page found; value inferred from closely related M370 Trinidad die,WebSearch
amd-gpu-a,R7 M375,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M370,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M365X,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M365,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M360,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M350,cores,No independent spec page found; assumed to share Sun die with M360,WebSearch
amd-gpu-a,R7 M350,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M340,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 260,cores,No tier1/tier2 source; CU count taken from aggregator 'rendering cores' terminology,WebSearch
amd-gpu-a,R7 M270,cores,No dedicated spec page found; inferred from Mars-die family pattern,WebSearch
amd-gpu-a,R7 M270,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M265X,cores,No dedicated spec page found; inferred from Mars-die family pattern,WebSearch
amd-gpu-a,R7 M265X,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M265,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M265AE,cores,No independent spec page found; Apple-Edition variant of M265 assumed same die,WebSearch
amd-gpu-a,R7 M265AE,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M260X,tdp,Not found in sources,WebSearch
amd-gpu-a,R7 M260,tdp,Not found in sources,WebSearch
amd-gpu-a,R5 M335X,tdp,No independent spec page found beyond related M335 die,WebSearch
amd-gpu-a,R5 M335,tdp,Not found in sources,WebSearch
amd-gpu-a,R5 M330,tdp,Not found in sources,WebSearch
amd-gpu-a,R5 M320,cores,No confirmed spec page found,WebSearch
amd-gpu-a,R5 M320,tdp,No confirmed spec page found,WebSearch
amd-gpu-a,R5 M315,tdp,Not found in sources,WebSearch
amd-gpu-a,R5 235,cores,Values approximated from R5 235X OEM SKU rather than R5 235 itself,WebSearch
amd-gpu-a,R5 M255X,cores,No confirmed spec page found,WebSearch
amd-gpu-a,R5 M255X,tdp,No confirmed spec page found,WebSearch
amd-gpu-a,R5 M255,cores,No detailed spec figures found in results,WebSearch
amd-gpu-a,R5 M255,tdp,No detailed spec figures found in results,WebSearch
amd-gpu-a,R5 M240X,tdp,Not found in sources,WebSearch
amd-gpu-a,R5 M240,tdp,Not found in sources,WebSearch
amd-gpu-a,R5 M230,tdp,Not found in sources,WebSearch
amd-gpu-a,530,tdp,Not found in sources searched,WebSearch
amd-gpu-a,HD 8870M,tdp,Not found in sources,WebSearch
amd-gpu-a,HD 8850M,tdp,Not found in sources,WebSearch
amd-gpu-a,HD 8830M,tdp,Not found in sources,WebSearch
amd-gpu-a,HD 8790M,tdp,Sources say 'similar to HD 7670M' without giving a number,WebSearch
amd-gpu-a,HD 8770M,tdp,Sources say 'similar to HD 7670M' without giving a number,WebSearch
amd-gpu-a,HD 8750M,tdp,Not found in sources,WebSearch
amd-gpu-a,HD 8730M,tdp,Not found in sources,WebSearch
amd-gpu-a,HD 8690M,tdp,Not found in sources,WebSearch
amd-gpu-a,HD 8670M,boost_clock,No dedicated spec excerpt returned; inferred family pattern only,WebSearch
amd-gpu-a,HD 8670M,tdp,Not found in sources,WebSearch
amd-gpu-a,HD 8590M,tdp,Sources say 'somewhat below HD 7670M' without giving a number,WebSearch
amd-gpu-a,HD 8570M,tdp,Sources say 'somewhat below HD 7650M' without giving a number,WebSearch
amd-gpu-a,HD 7950,boost_clock,"Wikipedia aggregation only, no distinct boost figure vs base",WebSearch
amd-gpu-a,HD 7870 GHz Edition,boost_clock,Only single reference clock reported,WebSearch
amd-gpu-a,HD 7850,boost_clock,Only single reference clock reported,WebSearch
amd-gpu-a,HD 7750,boost_clock,Only single reference clock reported,WebSearch
amd-gpu-a,HD 7730,tdp,Not found in sources,WebSearch
amd-gpu-b,Pro W5700,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,Pro W5700,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,Pro W5500,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,Pro W5500,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,PRO W5500M (Mobile),boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,PRO W5500M (Mobile),l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,PRO W5500M (Mobile),launch_price_usd,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,PRO W5500M (Mobile),part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5970,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5970,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5970,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5870,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5870,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5870,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5850,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5850,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5850,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5830,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5830,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5830,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5770,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5770,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5770,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5750,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5750,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5750,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5670,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5670,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5670,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5570,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5570,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5570,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5450,boost_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5450,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,ATI HD 5450,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,RX 640,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,RX 640,launch_price_usd,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,RX 640,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,630,base_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,630,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,630,launch_price_usd,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,630,part_number,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,625,base_clock,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
amd-gpu-b,625,l3_cache,not published / not found in available sources,"searched vendor page, TechPowerUp/CpuTronic/Notebookcheck aggregators"
